time_s,voltage_v
0.000000000000e+00,0.000000000000e+00
5.307302193701e-04,0.000000000000e+00
5.307402193701e-04,1.800000000000e+00
5.317302193701e-04,1.800000000000e+00
5.317402193701e-04,0.000000000000e+00
6.505974669423e-04,0.000000000000e+00
6.506074669423e-04,1.800000000000e+00
6.515974669423e-04,1.800000000000e+00
6.516074669423e-04,0.000000000000e+00
6.884373917183e-04,0.000000000000e+00
6.884473917183e-04,1.800000000000e+00
6.894373917183e-04,1.800000000000e+00
6.894473917183e-04,0.000000000000e+00
7.421603850985e-04,0.000000000000e+00
7.421703850985e-04,1.800000000000e+00
7.431603850985e-04,1.800000000000e+00
7.431703850985e-04,0.000000000000e+00
8.771922189601e-04,0.000000000000e+00
8.772022189601e-04,1.800000000000e+00
8.781922189601e-04,1.800000000000e+00
8.782022189601e-04,0.000000000000e+00
9.419502299660e-04,0.000000000000e+00
9.419602299660e-04,1.800000000000e+00
9.429502299660e-04,1.800000000000e+00
9.429602299660e-04,0.000000000000e+00
1.108558016968e-03,0.000000000000e+00
1.108568016968e-03,1.800000000000e+00
1.109558016968e-03,1.800000000000e+00
1.109568016968e-03,0.000000000000e+00
1.663725649401e-03,0.000000000000e+00
1.663735649401e-03,1.800000000000e+00
1.664725649401e-03,1.800000000000e+00
1.664735649401e-03,0.000000000000e+00
1.945313377084e-03,0.000000000000e+00
1.945323377084e-03,1.800000000000e+00
1.946313377084e-03,1.800000000000e+00
1.946323377084e-03,0.000000000000e+00
2.051408866852e-03,0.000000000000e+00
2.051418866852e-03,1.800000000000e+00
2.052408866852e-03,1.800000000000e+00
2.052418866852e-03,0.000000000000e+00
2.326274411606e-03,0.000000000000e+00
2.326284411606e-03,1.800000000000e+00
2.327274411606e-03,1.800000000000e+00
2.327284411606e-03,0.000000000000e+00
2.921712820643e-03,0.000000000000e+00
2.921722820643e-03,1.800000000000e+00
2.922712820643e-03,1.800000000000e+00
2.922722820643e-03,0.000000000000e+00
3.401633561246e-03,0.000000000000e+00
3.401643561246e-03,1.800000000000e+00
3.402633561246e-03,1.800000000000e+00
3.402643561246e-03,0.000000000000e+00
4.295887214912e-03,0.000000000000e+00
4.295897214912e-03,1.800000000000e+00
4.296887214912e-03,1.800000000000e+00
4.296897214912e-03,0.000000000000e+00
4.411292661052e-03,0.000000000000e+00
4.411302661052e-03,1.800000000000e+00
4.412292661052e-03,1.800000000000e+00
4.412302661052e-03,0.000000000000e+00
4.473572844170e-03,0.000000000000e+00
4.473582844170e-03,1.800000000000e+00
4.474572844170e-03,1.800000000000e+00
4.474582844170e-03,0.000000000000e+00
4.714216024170e-03,0.000000000000e+00
4.714226024170e-03,1.800000000000e+00
4.715216024170e-03,1.800000000000e+00
4.715226024170e-03,0.000000000000e+00
4.899731510477e-03,0.000000000000e+00
4.899741510477e-03,1.800000000000e+00
4.900731510477e-03,1.800000000000e+00
4.900741510477e-03,0.000000000000e+00
5.193111060243e-03,0.000000000000e+00
5.193121060243e-03,1.800000000000e+00
5.194111060243e-03,1.800000000000e+00
5.194121060243e-03,0.000000000000e+00
5.916554832378e-03,0.000000000000e+00
5.916564832378e-03,1.800000000000e+00
5.917554832378e-03,1.800000000000e+00
5.917564832378e-03,0.000000000000e+00
6.109488528399e-03,0.000000000000e+00
6.109498528399e-03,1.800000000000e+00
6.110488528399e-03,1.800000000000e+00
6.110498528399e-03,0.000000000000e+00
6.270890604977e-03,0.000000000000e+00
6.270900604977e-03,1.800000000000e+00
6.271890604977e-03,1.800000000000e+00
6.271900604977e-03,0.000000000000e+00
6.593647525347e-03,0.000000000000e+00
6.593657525347e-03,1.800000000000e+00
6.594647525347e-03,1.800000000000e+00
6.594657525347e-03,0.000000000000e+00
6.941950650915e-03,0.000000000000e+00
6.941960650915e-03,1.800000000000e+00
6.942950650915e-03,1.800000000000e+00
6.942960650915e-03,0.000000000000e+00
7.052298907129e-03,0.000000000000e+00
7.052308907129e-03,1.800000000000e+00
7.053298907129e-03,1.800000000000e+00
7.053308907129e-03,0.000000000000e+00
7.525014443545e-03,0.000000000000e+00
7.525024443545e-03,1.800000000000e+00
7.526014443545e-03,1.800000000000e+00
7.526024443545e-03,0.000000000000e+00
7.804302219058e-03,0.000000000000e+00
7.804312219058e-03,1.800000000000e+00
7.805302219058e-03,1.800000000000e+00
7.805312219058e-03,0.000000000000e+00
7.878995570116e-03,0.000000000000e+00
7.879005570116e-03,1.800000000000e+00
7.879995570116e-03,1.800000000000e+00
7.880005570116e-03,0.000000000000e+00
8.524341666560e-03,0.000000000000e+00
8.524351666560e-03,1.800000000000e+00
8.525341666560e-03,1.800000000000e+00
8.525351666560e-03,0.000000000000e+00
8.545949537314e-03,0.000000000000e+00
8.545959537314e-03,1.800000000000e+00
8.546949537314e-03,1.800000000000e+00
8.546959537314e-03,0.000000000000e+00
8.623517730837e-03,0.000000000000e+00
8.623527730837e-03,1.800000000000e+00
8.624517730837e-03,1.800000000000e+00
8.624527730837e-03,0.000000000000e+00
8.891356559061e-03,0.000000000000e+00
8.891366559061e-03,1.800000000000e+00
8.892356559061e-03,1.800000000000e+00
8.892366559061e-03,0.000000000000e+00
