time_s,voltage_v
0.000000000000e+00,0.000000000000e+00
9.713011249919e-05,0.000000000000e+00
9.714011249919e-05,1.800000000000e+00
9.723011249919e-05,1.800000000000e+00
9.724011249919e-05,0.000000000000e+00
1.789617077386e-03,0.000000000000e+00
1.789627077386e-03,1.800000000000e+00
1.789717077386e-03,1.800000000000e+00
1.789727077386e-03,0.000000000000e+00
2.100414379330e-03,0.000000000000e+00
2.100424379330e-03,1.800000000000e+00
2.100514379330e-03,1.800000000000e+00
2.100524379330e-03,0.000000000000e+00
3.131027469191e-03,0.000000000000e+00
3.131037469191e-03,1.800000000000e+00
3.131127469191e-03,1.800000000000e+00
3.131137469191e-03,0.000000000000e+00
1.000000000000e-02,0.000000000000e+00
