time_s,voltage_v
0.000000000000e+00,0.000000000000e+00
8.557070512577e-04,0.000000000000e+00
8.557170512577e-04,1.800000000000e+00
8.558070512577e-04,1.800000000000e+00
8.558170512577e-04,0.000000000000e+00
2.492575784081e-03,0.000000000000e+00
2.492585784081e-03,1.800000000000e+00
2.492675784081e-03,1.800000000000e+00
2.492685784081e-03,0.000000000000e+00
5.369618874124e-03,0.000000000000e+00
5.369628874124e-03,1.800000000000e+00
5.369718874124e-03,1.800000000000e+00
5.369728874124e-03,0.000000000000e+00
6.180493056374e-03,0.000000000000e+00
6.180503056374e-03,1.800000000000e+00
6.180593056374e-03,1.800000000000e+00
6.180603056374e-03,0.000000000000e+00
1.000000000000e-02,0.000000000000e+00
