time_s,voltage_v
0.000000000000e+00,0.000000000000e+00
5.287528746124e-03,0.000000000000e+00
5.287538746124e-03,1.800000000000e+00
5.287628746124e-03,1.800000000000e+00
5.287638746124e-03,0.000000000000e+00
3.580095202990e-02,0.000000000000e+00
3.580096202990e-02,1.800000000000e+00
3.580105202990e-02,1.800000000000e+00
3.580106202990e-02,0.000000000000e+00
3.912660351246e-02,0.000000000000e+00
3.912661351246e-02,1.800000000000e+00
3.912670351246e-02,1.800000000000e+00
3.912671351246e-02,0.000000000000e+00
4.836150173897e-02,0.000000000000e+00
4.836151173897e-02,1.800000000000e+00
4.836160173897e-02,1.800000000000e+00
4.836161173897e-02,0.000000000000e+00
5.794819327291e-02,0.000000000000e+00
5.794820327291e-02,1.800000000000e+00
5.794829327291e-02,1.800000000000e+00
5.794830327291e-02,0.000000000000e+00
6.247813752607e-02,0.000000000000e+00
6.247814752607e-02,1.800000000000e+00
6.247823752607e-02,1.800000000000e+00
6.247824752607e-02,0.000000000000e+00
7.550317250844e-02,0.000000000000e+00
7.550318250844e-02,1.800000000000e+00
7.550327250844e-02,1.800000000000e+00
7.550328250844e-02,0.000000000000e+00
7.600015369888e-02,0.000000000000e+00
7.600016369888e-02,1.800000000000e+00
7.600025369888e-02,1.800000000000e+00
7.600026369888e-02,0.000000000000e+00
9.499386150190e-02,0.000000000000e+00
9.499387150190e-02,1.800000000000e+00
9.499396150190e-02,1.800000000000e+00
9.499397150190e-02,0.000000000000e+00
1.067665776816e-01,0.000000000000e+00
1.067665876816e-01,1.800000000000e+00
1.067666776816e-01,1.800000000000e+00
1.067666876816e-01,0.000000000000e+00
1.112319924905e-01,0.000000000000e+00
1.112320024905e-01,1.800000000000e+00
1.112320924905e-01,1.800000000000e+00
1.112321024905e-01,0.000000000000e+00
1.439316025550e-01,0.000000000000e+00
1.439316125550e-01,1.800000000000e+00
1.439317025550e-01,1.800000000000e+00
1.439317125550e-01,0.000000000000e+00
1.557247047326e-01,0.000000000000e+00
1.557247147326e-01,1.800000000000e+00
1.557248047326e-01,1.800000000000e+00
1.557248147326e-01,0.000000000000e+00
1.669619360555e-01,0.000000000000e+00
1.669619460555e-01,1.800000000000e+00
1.669620360555e-01,1.800000000000e+00
1.669620460555e-01,0.000000000000e+00
1.685666949447e-01,0.000000000000e+00
1.685667049447e-01,1.800000000000e+00
1.685667949447e-01,1.800000000000e+00
1.685668049447e-01,0.000000000000e+00
1.831538203134e-01,0.000000000000e+00
1.831538303134e-01,1.800000000000e+00
1.831539203134e-01,1.800000000000e+00
1.831539303134e-01,0.000000000000e+00
2.176878171874e-01,0.000000000000e+00
2.176878271874e-01,1.800000000000e+00
2.176879171874e-01,1.800000000000e+00
2.176879271874e-01,0.000000000000e+00
2.279503217372e-01,0.000000000000e+00
2.279503317372e-01,1.800000000000e+00
2.279504217372e-01,1.800000000000e+00
2.279504317372e-01,0.000000000000e+00
2.284075439741e-01,0.000000000000e+00
2.284075539741e-01,1.800000000000e+00
2.284076439741e-01,1.800000000000e+00
2.284076539741e-01,0.000000000000e+00
2.296743346898e-01,0.000000000000e+00
2.296743446898e-01,1.800000000000e+00
2.296744346898e-01,1.800000000000e+00
2.296744446898e-01,0.000000000000e+00
2.388548942158e-01,0.000000000000e+00
2.388549042158e-01,1.800000000000e+00
2.388549942158e-01,1.800000000000e+00
2.388550042158e-01,0.000000000000e+00
2.394950494026e-01,0.000000000000e+00
2.394950594026e-01,1.800000000000e+00
2.394951494026e-01,1.800000000000e+00
2.394951594026e-01,0.000000000000e+00
2.555205798172e-01,0.000000000000e+00
2.555205898172e-01,1.800000000000e+00
2.555206798172e-01,1.800000000000e+00
2.555206898172e-01,0.000000000000e+00
2.656212338660e-01,0.000000000000e+00
2.656212438660e-01,1.800000000000e+00
2.656213338660e-01,1.800000000000e+00
2.656213438660e-01,0.000000000000e+00
2.704591140348e-01,0.000000000000e+00
2.704591240348e-01,1.800000000000e+00
2.704592140348e-01,1.800000000000e+00
2.704592240348e-01,0.000000000000e+00
3.002793854245e-01,0.000000000000e+00
3.002793954245e-01,1.800000000000e+00
3.002794854245e-01,1.800000000000e+00
3.002794954245e-01,0.000000000000e+00
3.123134732950e-01,0.000000000000e+00
3.123134832950e-01,1.800000000000e+00
3.123135732950e-01,1.800000000000e+00
3.123135832950e-01,0.000000000000e+00
3.210418006256e-01,0.000000000000e+00
3.210418106256e-01,1.800000000000e+00
3.210419006256e-01,1.800000000000e+00
3.210419106256e-01,0.000000000000e+00
3.259338786225e-01,0.000000000000e+00
3.259338886225e-01,1.800000000000e+00
3.259339786225e-01,1.800000000000e+00
3.259339886225e-01,0.000000000000e+00
3.373339215067e-01,0.000000000000e+00
3.373339315067e-01,1.800000000000e+00
3.373340215067e-01,1.800000000000e+00
3.373340315067e-01,0.000000000000e+00
3.432178188911e-01,0.000000000000e+00
3.432178288911e-01,1.800000000000e+00
3.432179188911e-01,1.800000000000e+00
3.432179288911e-01,0.000000000000e+00
3.744417487389e-01,0.000000000000e+00
3.744417587389e-01,1.800000000000e+00
3.744418487389e-01,1.800000000000e+00
3.744418587389e-01,0.000000000000e+00
3.763944839630e-01,0.000000000000e+00
3.763944939630e-01,1.800000000000e+00
3.763945839630e-01,1.800000000000e+00
3.763945939630e-01,0.000000000000e+00
3.860534801625e-01,0.000000000000e+00
3.860534901625e-01,1.800000000000e+00
3.860535801625e-01,1.800000000000e+00
3.860535901625e-01,0.000000000000e+00
3.893059917859e-01,0.000000000000e+00
3.893060017859e-01,1.800000000000e+00
3.893060917859e-01,1.800000000000e+00
3.893061017859e-01,0.000000000000e+00
4.044201348164e-01,0.000000000000e+00
4.044201448164e-01,1.800000000000e+00
4.044202348164e-01,1.800000000000e+00
4.044202448164e-01,0.000000000000e+00
4.088483091301e-01,0.000000000000e+00
4.088483191301e-01,1.800000000000e+00
4.088484091301e-01,1.800000000000e+00
4.088484191301e-01,0.000000000000e+00
4.111611337429e-01,0.000000000000e+00
4.111611437429e-01,1.800000000000e+00
4.111612337429e-01,1.800000000000e+00
4.111612437429e-01,0.000000000000e+00
4.134241033977e-01,0.000000000000e+00
4.134241133977e-01,1.800000000000e+00
4.134242033977e-01,1.800000000000e+00
4.134242133977e-01,0.000000000000e+00
4.211072090219e-01,0.000000000000e+00
4.211072190219e-01,1.800000000000e+00
4.211073090219e-01,1.800000000000e+00
4.211073190219e-01,0.000000000000e+00
4.315147623935e-01,0.000000000000e+00
4.315147723935e-01,1.800000000000e+00
4.315148623935e-01,1.800000000000e+00
4.315148723935e-01,0.000000000000e+00
4.380651430266e-01,0.000000000000e+00
4.380651530266e-01,1.800000000000e+00
4.380652430266e-01,1.800000000000e+00
4.380652530266e-01,0.000000000000e+00
4.529947927638e-01,0.000000000000e+00
4.529948027638e-01,1.800000000000e+00
4.529948927638e-01,1.800000000000e+00
4.529949027638e-01,0.000000000000e+00
4.746663423587e-01,0.000000000000e+00
4.746663523587e-01,1.800000000000e+00
4.746664423587e-01,1.800000000000e+00
4.746664523587e-01,0.000000000000e+00
4.827323653408e-01,0.000000000000e+00
4.827323753408e-01,1.800000000000e+00
4.827324653408e-01,1.800000000000e+00
4.827324753408e-01,0.000000000000e+00
4.884450497185e-01,0.000000000000e+00
4.884450597185e-01,1.800000000000e+00
4.884451497185e-01,1.800000000000e+00
4.884451597185e-01,0.000000000000e+00
5.000000000000e-01,0.000000000000e+00
