time_s,voltage_v
0.000000000000e+00,0.000000000000e+00
1.113183089164e-03,0.000000000000e+00
1.113193089164e-03,1.800000000000e+00
1.123183089164e-03,1.800000000000e+00
1.123193089164e-03,0.000000000000e+00
1.137390059953e-02,0.000000000000e+00
1.137391059953e-02,1.800000000000e+00
1.138390059953e-02,1.800000000000e+00
1.138391059953e-02,0.000000000000e+00
2.366392004082e-02,0.000000000000e+00
2.366393004082e-02,1.800000000000e+00
2.367392004082e-02,1.800000000000e+00
2.367393004082e-02,0.000000000000e+00
4.652368243943e-02,0.000000000000e+00
4.652369243943e-02,1.800000000000e+00
4.653368243943e-02,1.800000000000e+00
4.653369243943e-02,0.000000000000e+00
5.219841532990e-02,0.000000000000e+00
5.219842532990e-02,1.800000000000e+00
5.220841532990e-02,1.800000000000e+00
5.220842532990e-02,0.000000000000e+00
5.539182991535e-02,0.000000000000e+00
5.539183991535e-02,1.800000000000e+00
5.540182991535e-02,1.800000000000e+00
5.540183991535e-02,0.000000000000e+00
5.826955754255e-02,0.000000000000e+00
5.826956754255e-02,1.800000000000e+00
5.827955754255e-02,1.800000000000e+00
5.827956754255e-02,0.000000000000e+00
6.174559821532e-02,0.000000000000e+00
6.174560821532e-02,1.800000000000e+00
6.175559821532e-02,1.800000000000e+00
6.175560821532e-02,0.000000000000e+00
6.306247196149e-02,0.000000000000e+00
6.306248196149e-02,1.800000000000e+00
6.307247196149e-02,1.800000000000e+00
6.307248196149e-02,0.000000000000e+00
6.405907373805e-02,0.000000000000e+00
6.405908373805e-02,1.800000000000e+00
6.406907373805e-02,1.800000000000e+00
6.406908373805e-02,0.000000000000e+00
7.369231458120e-02,0.000000000000e+00
7.369232458120e-02,1.800000000000e+00
7.370231458120e-02,1.800000000000e+00
7.370232458120e-02,0.000000000000e+00
7.649427869403e-02,0.000000000000e+00
7.649428869403e-02,1.800000000000e+00
7.650427869403e-02,1.800000000000e+00
7.650428869403e-02,0.000000000000e+00
7.823712836652e-02,0.000000000000e+00
7.823713836652e-02,1.800000000000e+00
7.824712836652e-02,1.800000000000e+00
7.824713836652e-02,0.000000000000e+00
7.828054731764e-02,0.000000000000e+00
