time_s,voltage_v
0.000000000000e+00,0.000000000000e+00
2.602449344021e-03,0.000000000000e+00
2.602459344021e-03,1.800000000000e+00
2.612449344021e-03,1.800000000000e+00
2.612459344021e-03,0.000000000000e+00
6.016125709553e-03,0.000000000000e+00
6.016135709553e-03,1.800000000000e+00
6.026125709553e-03,1.800000000000e+00
6.026135709553e-03,0.000000000000e+00
1.251150713413e-02,0.000000000000e+00
1.251151713413e-02,1.800000000000e+00
1.252150713413e-02,1.800000000000e+00
1.252151713413e-02,0.000000000000e+00
1.369556797650e-02,0.000000000000e+00
1.369557797650e-02,1.800000000000e+00
1.370556797650e-02,1.800000000000e+00
1.370557797650e-02,0.000000000000e+00
1.376456537912e-02,0.000000000000e+00
1.376457537912e-02,1.800000000000e+00
1.377456537912e-02,1.800000000000e+00
1.377457537912e-02,0.000000000000e+00
1.698594196084e-02,0.000000000000e+00
1.698595196084e-02,1.800000000000e+00
1.699594196084e-02,1.800000000000e+00
1.699595196084e-02,0.000000000000e+00
1.827446719525e-02,0.000000000000e+00
1.827447719525e-02,1.800000000000e+00
1.828446719525e-02,1.800000000000e+00
1.828447719525e-02,0.000000000000e+00
2.115091576846e-02,0.000000000000e+00
2.115092576846e-02,1.800000000000e+00
2.116091576846e-02,1.800000000000e+00
2.116092576846e-02,0.000000000000e+00
2.469004052592e-02,0.000000000000e+00
2.469005052592e-02,1.800000000000e+00
2.470004052592e-02,1.800000000000e+00
2.470005052592e-02,0.000000000000e+00
2.581544491663e-02,0.000000000000e+00
2.581545491663e-02,1.800000000000e+00
2.582544491663e-02,1.800000000000e+00
2.582545491663e-02,0.000000000000e+00
3.425743997779e-02,0.000000000000e+00
3.425744997779e-02,1.800000000000e+00
3.426743997779e-02,1.800000000000e+00
3.426744997779e-02,0.000000000000e+00
3.441726963989e-02,0.000000000000e+00
3.441727963989e-02,1.800000000000e+00
3.442726963989e-02,1.800000000000e+00
3.442727963989e-02,0.000000000000e+00
4.681896858700e-02,0.000000000000e+00
4.681897858700e-02,1.800000000000e+00
4.682896858700e-02,1.800000000000e+00
4.682897858700e-02,0.000000000000e+00
4.740284873048e-02,0.000000000000e+00
4.740285873048e-02,1.800000000000e+00
4.741284873048e-02,1.800000000000e+00
4.741285873048e-02,0.000000000000e+00
5.131151722275e-02,0.000000000000e+00
5.131152722275e-02,1.800000000000e+00
5.132151722275e-02,1.800000000000e+00
5.132152722275e-02,0.000000000000e+00
5.320801729334e-02,0.000000000000e+00
5.320802729334e-02,1.800000000000e+00
5.321801729334e-02,1.800000000000e+00
5.321802729334e-02,0.000000000000e+00
5.604200618000e-02,0.000000000000e+00
5.604201618000e-02,1.800000000000e+00
5.605200618000e-02,1.800000000000e+00
5.605201618000e-02,0.000000000000e+00
5.785740622588e-02,0.000000000000e+00
5.785741622588e-02,1.800000000000e+00
